NOx,WIND_DIREC,O3,NMHC,CO,NO,NO2,RH,PM10,CH4,WIND_SPEED,AMB_TEMP,THC,WS_HR,WD_HR,SO2,DATE,Hour,PM2.5
47,40,3.3,0.45,1.13,15,32,84,39,1.9,1.2,28,2.3,0.9,37,1.6,2018/6/21,18,17
56,227,1.1,0.63,1.32,24,32,87,50,1.9,1.1,27,2.6,0.4,341,1.5,2018/6/21,19,16
64,192,1.1,0.7,1.75,34,30,89,57,1.9,1.8,27,2.6,1.6,203,2,2018/6/21,20,17
67,134,1,0.6,1.37,33,34,88,56,1.9,1.8,27,2.5,1.1,166,8.3,2018/6/21,21,9
62,184,1.2,0.46,1.03,29,33,88,59,1.9,1.7,27,2.3,1.3,186,11,2018/6/21,22,14
28,114,2.7,0.19,0.43,5.5,23,88,52,1.8,0.9,27,2,0.9,161,5.6,2018/6/21,23,14
12,56,13,0.11,0.23,0.6,12,97,7,1.9,0.9,25,2,1.2,102,1.2,2018/6/20,0,1
8.4,123,15,0.07,0.14,0.6,7.9,97,7,1.8,2.4,25,1.9,1.9,103,0.3,2018/6/20,1,1
7.1,111,17,0.04,0.12,0.3,6.9,97,6,1.8,1.9,25,1.8,2.2,115,0.8,2018/6/20,2,9
8.1,136,17,0.03,0.11,0.4,7.7,97,9,1.8,2.5,25,1.8,1.8,142,0.9,2018/6/20,3,7
6.2,359,18,0.04,0.12,0.3,6,97,12,1.8,2.3,25,1.8,0.4,139,0.4,2018/6/20,4,4
12,63,11,0.13,0.13,0.2,12,97,11,1.8,3.1,25,2,2.6,46,0.7,2018/6/20,5,2
15,57,11,0.08,0.18,1,14,98,10,1.8,3,25,1.8,1.2,79,0.8,2018/6/20,6,2
27,173,5.8,0.18,0.62,6.3,21,98,10,1.8,1.6,25,2,1,78,0.4,2018/6/20,7,1
27,163,6,0.17,0.57,6.4,21,98,11,1.8,1.8,25,1.9,0.6,148,0.4,2018/6/20,8,3
22,49,9.7,0.12,0.41,3.8,18,98,10,1.8,1.7,25,1.9,1.1,27,0.4,2018/6/20,9,6
46,44,2.3,0.31,0.47,19,27,98,12,1.8,1.6,25,2.1,1.5,44,1.1,2018/6/20,10,3
43,89,4.4,0.28,0.45,19,24,99,16,1.8,2.8,26,2.1,1.7,66,1.3,2018/6/20,11,1
24,95,13,0.18,0.31,8.7,15,99,21,1.8,2.6,26,2,1.9,88,1.8,2018/6/20,12,1
17,109,19,0.11,0.25,4,13,97,24,1.8,1.8,28,1.9,1.5,91,1.8,2018/6/20,13,4
21,107,15,0.17,0.41,2.9,18,96,26,1.8,1.8,27,1.9,0.9,116,0.6,2018/6/20,14,9
28,102,11,0.21,0.4,8.5,20,95,31,1.8,2.7,27,2,1.6,88,0.6,2018/6/20,15,14
21,158,16,0.19,0.36,4.9,16,95,30,1.8,3.5,27,2,2.8,140,1.6,2018/6/20,16,13
30,24,8,0.29,0.7,5,25,94,27,1.8,1,27,2.1,1,139,1,2018/6/20,17,12
43,80,1.2,0.38,1.01,12,31,94,18,1.8,1.2,26,2.2,1.2,84,1.8,2018/6/20,18,5
37,108,1.2,0.3,0.8,9.6,28,95,21,1.8,1.2,26,2.2,1,81,1.2,2018/6/20,19,6
51,205,1,0.49,1.19,23,28,95,25,1.9,1.3,26,2.4,0.7,173,1.7,2018/6/20,20,1
61,200,1.2,0.6,1.48,32,29,96,23,1.9,1.5,26,2.5,0.8,191,2.5,2018/6/20,21,8
62,58,1.3,0.65,1.51,34,28,96,25,1.9,1.1,26,2.6,0.7,126,3.4,2018/6/20,22,7
61,156,1.1,0.55,1.32,34,26,96,29,2,1,26,2.5,0.9,62,3.5,2018/6/20,23,13
13,150,15,0.11,0.3,0.9,12,90,39,1.8,2.1,27,1.9,2.3,137,2.3,2018/6/19,0,6
10,156,17,0.08,0.18,0.6,9.6,90,30,1.8,1.4,27,1.9,0.9,152,1.3,2018/6/19,1,8
7.1,253,23,0.02,0.11,0.4,6.7,91,27,1.7,2.3,27,1.8,1.7,223,0.7,2018/6/19,2,1
3.8,194,24,0.01,0.09,0.3,3.5,92,26,1.7,2.1,26,1.7,1.7,213,1.5,2018/6/19,3,1
7.7,189,19,0.02,0.1,0.1,7.6,92,35,1.7,2.2,27,1.8,2.3,194,2.8,2018/6/19,4,1
7.1,164,21,0.05,0.14,0.4,6.8,92,31,1.8,2.3,27,1.8,1.8,160,2.7,2018/6/19,5,6
14,78,14,0.11,0.29,0.9,13,92,31,1.8,1.9,27,1.9,1.4,140,3,2018/6/19,6,6
17,182,17,0.11,0.42,2.2,14,92,25,1.8,1.5,26,1.9,1.4,181,1.7,2018/6/19,7,9
12,228,22,0.09,0.34,1.7,10,92,30,1.8,3.6,27,1.8,2.3,213,1.4,2018/6/19,8,13
8.3,207,22,0.05,0.2,1,7.3,91,26,1.7,2.7,27,1.8,2,213,1.2,2018/6/19,9,8
10,247,19,0.06,0.21,1.6,8.8,91,32,1.7,3.2,27,1.8,1.8,213,1.2,2018/6/19,10,4
5.8,254,21,0.02,0.13,0.9,4.9,92,29,1.7,1.7,26,1.7,1.8,260,1.1,2018/6/19,11,1
15,246,15,0.09,0.26,2.1,13,93,26,1.7,2.9,26,1.8,0.7,197,1.2,2018/6/19,12,2
10,70,20,0.04,0.21,1.1,9,94,20,1.7,1.9,25,1.8,0.7,21,1.1,2018/6/19,13,1
15,291,16,0.07,0.22,1.6,13,94,19,1.7,0.8,25,1.8,0.8,310,1.1,2018/6/19,14,1
14,58,16,0.06,0.24,1.4,12,95,21,1.7,0.5,25,1.8,0.3,55,1,2018/6/19,15,1
31,78,6.2,0.18,0.47,7.1,24,96,18,1.8,1.3,25,2,0.8,62,1.2,2018/6/19,16,3
42,91,2,0.33,0.63,14,29,96,14,1.8,1.5,25,2.2,1.3,102,1.7,2018/6/19,17,3
28,88,5.3,0.24,0.61,4.1,24,96,14,1.8,1.1,25,2.1,1.1,112,1.3,2018/6/19,18,7
26,112,5.1,0.23,0.56,2.6,24,96,16,1.9,1.7,25,2.1,1.7,109,1.9,2018/6/19,19,1
22,212,7,0.17,0.43,2.1,20,96,21,1.8,2.3,25,2,1.3,122,1.8,2018/6/19,20,3
15,196,13,0.11,0.29,1.2,14,96,19,1.8,1.4,25,1.9,0.9,183,1.3,2018/6/19,21,1
7.6,151,18,0.05,0.2,0.3,7.3,96,14,1.7,1.4,25,1.8,0.8,133,1.1,2018/6/19,22,4
8.6,155,17,0.07,0.19,0.3,8.3,96,9,1.7,2.2,25,1.8,0.8,146,1,2018/6/19,23,1
9.5,102,22,0.07,0.16,0.5,9,94,10,1.8,1.8,25,1.8,1.6,113,1.4,2018/6/18,0,1
16,98,16,0.07,0.31,0.6,15,94,10,1.8,1.6,25,1.9,1.9,108,2.9,2018/6/18,1,3
11,111,18,0.06,0.24,0.4,10,95,16,1.8,3.2,25,1.9,2,116,1.3,2018/6/18,2,6
4.5,108,24,0.03,0.12,0.3,4.2,95,24,1.9,2.9,25,1.9,2.9,105,0.3,2018/6/18,3,6
4.4,123,22,0.03,0.12,0.5,3.9,95,24,1.8,3.4,26,1.9,2.3,118,0.6,2018/6/18,4,1
5.4,154,20,0.04,0.15,0.5,4.9,96,17,1.8,2.7,26,1.8,1.8,127,0.5,2018/6/18,5,1
7.8,178,17,0.06,0.15,0.5,7.3,96,20,1.7,3.7,27,1.8,3.3,187,1.5,2018/6/18,6,1
12,174,16,0.11,0.29,1.1,10,95,26,1.7,3.4,28,1.8,2.6,167,3.6,2018/6/18,7,4
16,175,14,0.14,0.48,2.3,14,94,35,1.7,3.6,28,1.9,2.9,175,6.1,2018/6/18,8,1
19,169,12,0.11,0.65,4.1,15,93,39,1.7,4.4,28,1.8,3,164,7.4,2018/6/18,9,8
10,174,21,0.07,0.22,2.8,7.4,90,44,1.7,4.3,29,1.8,3.7,176,2.4,2018/6/18,10,5
10,186,22,0.07,0.21,2.3,7.9,86,47,1.7,4.6,29,1.8,3.8,181,2.2,2018/6/18,11,12
10,174,21,0.05,0.19,2.6,7.6,86,48,1.7,3.9,29,1.8,3.9,178,2.3,2018/6/18,12,10
12,199,19,0.07,0.21,2.6,9,84,47,1.7,4.7,29,1.8,3.9,184,1.9,2018/6/18,13,11
8.4,191,21,0.04,0.15,2.3,6.1,86,47,1.7,4.6,29,1.7,4.2,196,1.3,2018/6/18,14,14
9.6,207,20,0.05,0.17,2,7.5,84,44,1.7,4.3,29,1.8,3.7,201,1.6,2018/6/18,15,9
9.2,179,23,0.04,0.21,0.8,8.4,87,49,1.7,2.7,27,1.8,2.8,200,-0.4,2018/6/18,16,7
19,157,18,0.16,0.41,1.8,17,88,44,1.8,2.6,27,1.9,2.1,166,1.2,2018/6/18,17,6
20,337,12,0.17,0.49,1.3,19,88,44,1.8,0.8,27,2,1.4,107,2.5,2018/6/18,18,11
22,145,11,0.18,0.51,1.2,20,89,38,1.8,2.4,27,2,2,137,4.3,2018/6/18,19,14
16,139,14,0.13,0.41,1,15,90,43,1.8,2.2,27,1.9,2.7,137,0.1,2018/6/18,20,14
15,131,15,0.12,0.39,1,14,90,45,1.8,3.1,27,1.9,2.5,139,0.4,2018/6/18,21,6
17,126,13,0.14,0.45,0.8,16,90,45,1.8,2,27,2,2.1,121,1.1,2018/6/18,22,4
13,117,15,0.12,0.32,0.8,13,90,43,1.8,2.2,27,2,2.1,122,1.1,2018/6/18,23,6
31,71,8,0.26,0.61,5,26,87,40,2,1.7,27,2.2,1.6,105,2.2,2018/6/17,0,4
16,89,16,0.15,0.33,0.9,15,87,39,1.9,1.1,27,2.1,1.5,101,2,2018/6/17,1,1
12,146,17,0.12,0.26,0.9,11,86,29,2,2.3,27,2.1,1.7,138,1.5,2018/6/17,2,5
15,148,16,0.16,0.32,0.5,14,85,27,2,2.1,28,2.1,1.5,151,3.1,2018/6/17,3,3
15,172,21,0.11,0.49,0.6,15,79,24,1.8,2.6,29,2,2.4,167,7.5,2018/6/17,4,9
11,164,28,0.07,0.29,0.6,10,74,28,1.8,2.6,29,1.9,2.6,158,3.5,2018/6/17,5,15
12,143,28,0.11,0.27,1,11,74,24,1.8,2.7,29,1.9,2.4,152,1.9,2018/6/17,6,17
13,154,29,0.12,0.29,1.8,12,72,27,1.8,4.3,29,1.9,3.1,150,2.1,2018/6/17,7,9
15,172,26,0.1,0.42,2.3,12,73,23,1.8,2.7,29,1.9,3.1,177,4.8,2018/6/17,8,2
13,176,24,0.09,0.39,2.9,10,75,29,1.8,4.2,29,1.9,3.3,179,4.6,2018/6/17,9,1
13,169,24,0.1,0.35,2.6,11,78,28,1.8,4.2,29,1.9,3.4,162,3,2018/6/17,10,7
17,174,17,0.09,0.27,2.5,14,85,32,1.8,3.4,27,1.8,3.3,175,1.9,2018/6/17,11,8
19,129,16,0.12,0.45,3.6,16,90,27,1.8,3.8,27,1.9,3.2,136,2.7,2018/6/17,12,13
9.9,145,21,0.06,0.21,1.4,8.4,91,28,1.7,4.2,27,1.8,3.3,134,0.4,2018/6/17,13,8
13,174,18,0.07,0.23,1.8,12,91,29,1.7,3.5,26,1.8,3.1,159,1.3,2018/6/17,14,6
15,188,20,0.08,0.25,2.4,12,92,26,1.8,2.2,26,1.8,2.6,178,2.1,2018/6/17,15,1
17,97,19,0.1,0.33,1.1,16,93,20,1.8,1.4,26,1.9,0.9,148,0.7,2018/6/17,16,1
17,235,17,0.12,0.37,1.3,16,93,14,1.8,1.8,26,1.9,1.3,158,0.6,2018/6/17,17,1
13,162,22,0.09,0.26,0.7,13,94,16,1.8,1.9,26,1.9,1.5,179,0.8,2018/6/17,18,1
20,120,15,0.13,0.36,0.9,19,94,21,1.8,2.2,26,1.9,2,138,1.7,2018/6/17,19,1
17,116,15,0.12,0.33,1.2,16,95,26,1.8,2.1,26,1.9,1.9,105,1.4,2018/6/17,20,5
18,96,13,0.13,0.33,0.8,17,95,30,1.8,1.6,26,1.9,1.8,108,2.9,2018/6/17,21,5
16,199,14,0.12,0.3,0.7,16,94,26,1.8,2.2,26,1.9,2,146,2.3,2018/6/17,22,1
8.4,178,24,0.04,0.15,0.6,7.8,94,20,1.7,2,25,1.8,2.5,196,0.6,2018/6/17,23,1
17,335,22,0.2,0.4,0.6,17,84,60,1.9,0.5,27,2.1,0.5,354,1.8,2018/6/16,0,12
18,9.3,16,0.21,0.41,0.6,17,85,63,2,0.5,27,2.2,0.4,313,1.7,2018/6/16,1,15
21,157,15,0.25,0.44,0.7,20,86,61,2,1,27,2.2,0.5,137,2.7,2018/6/16,2,23
23,156,17,0.18,0.33,0.6,23,86,61,1.9,1.6,27,2.1,1.2,157,7.2,2018/6/16,3,21
19,170,26,0.08,0.23,0.7,18,86,58,1.9,2.6,28,1.9,1.6,167,6.8,2018/6/16,4,19
13,181,37,0.07,0.21,0.8,12,84,48,1.8,0.7,28,1.9,1.4,146,4.7,2018/6/16,5,10
15,167,37,0.09,0.27,1.1,14,84,42,1.8,2.5,28,1.9,1.5,165,4.1,2018/6/16,6,10
16,189,41,0.13,0.37,1.6,14,81,47,1.8,2,29,2,1.6,171,6.2,2018/6/16,7,10
15,190,45,0.08,0.26,2.4,13,72,55,1.8,3.3,31,1.9,2.5,178,4,2018/6/16,8,10
17,196,39,0.06,0.25,3.1,14,70,58,1.8,2.7,31,1.8,2.9,190,4.5,2018/6/16,9,12
14,207,42,0.08,0.25,2.8,11,73,52,1.8,3,31,1.9,2.8,205,2.1,2018/6/16,10,12
11,191,43,0.07,0.25,2,8.9,74,40,1.8,2.9,31,1.9,3,200,1.3,2018/6/16,11,15
13,204,39,0.06,0.26,2.4,11,74,35,1.8,3.8,31,1.9,2.9,195,1.6,2018/6/16,12,9
15,191,33,0.04,0.21,2.4,12,78,30,1.8,4.5,29,1.8,4.1,193,1.9,2018/6/16,13,6
14,184,28,0.05,0.2,3.2,11,77,28,1.7,5,30,1.8,3.5,176,2.7,2018/6/16,14,1
16,174,26,0.08,0.26,2.9,13,78,22,1.8,4.2,29,1.8,3.4,178,2.8,2018/6/16,15,5
17,149,27,0.1,0.42,2.2,14,86,15,1.8,3.2,27,1.9,3.1,157,2.1,2018/6/16,16,3
23,155,20,0.15,0.62,1.8,22,89,17,1.8,3.4,26,1.9,2.6,163,2.4,2018/6/16,17,3
20,182,26,0.11,0.5,1.5,18,91,20,1.8,2.6,26,1.9,2.7,177,3.7,2018/6/16,18,2
33,168,9.7,0.19,0.93,2.3,31,91,32,1.8,1.2,26,2,1.5,169,9.3,2018/6/16,19,4
30,176,8.9,0.2,0.56,2.3,28,89,30,1.8,1.6,27,2,1.2,185,6.4,2018/6/16,20,8
29,184,9.1,0.21,0.49,1.9,27,85,22,1.8,1.1,28,2,1,197,5,2018/6/16,21,3
27,340,6.8,0.21,0.43,1.5,25,84,22,1.8,0.6,27,2,0.3,287,4.5,2018/6/16,22,5
42,34,1.8,0.38,0.81,13,29,86,31,1.9,1,27,2.3,0.9,22,3.6,2018/6/16,23,1
7.1,185,37,0.03,0.19,0.2,6.8,93,20,1.8,4,27,1.8,4.4,177,2,2018/6/15,0,6
6.7,183,40,0.03,0.19,0.2,6.5,94,17,1.8,4.7,27,1.8,3.8,173,1.2,2018/6/15,1,2
7.4,199,38,0.04,0.21,0.2,7.3,94,19,1.8,4,27,1.8,3.7,181,1.4,2018/6/15,2,1
6.4,184,37,0.02,0.17,0.3,6.1,94,20,1.8,2.9,26,1.8,3.3,192,0.6,2018/6/15,3,1
5.9,154,34,0.02,0.16,0.3,5.6,94,25,1.8,3.5,26,1.8,3,173,0.6,2018/6/15,4,1
5.7,203,40,0.03,0.17,0.3,5.5,94,20,1.8,3.9,26,1.8,3.5,171,0.7,2018/6/15,5,1
6.3,191,35,0.03,0.2,0.5,5.8,95,19,1.8,5,27,1.8,4.1,192,0.6,2018/6/15,6,1
12,147,29,0.09,0.35,0.5,11,95,16,1.8,2.4,27,1.9,3.1,171,1,2018/6/15,7,1
18,24,22,0.14,0.48,1.3,17,95,21,1.8,2.9,27,2,1,141,0.9,2018/6/15,8,1
17,8.5,23,0.15,0.39,1.4,15,95,23,1.9,6.3,26,2,3.2,348,0.9,2018/6/15,9,1
15,9,23,0.15,0.34,1.9,13,95,30,1.8,4,26,2,4.3,6,0.8,2018/6/15,10,4
22,304,29,0.23,0.44,4.1,18,95,38,1.9,2,27,2.2,2.2,350,1.4,2018/6/15,11,13
14,312,52,0.15,0.31,1.8,12,92,41,1.9,1.9,28,2,1.7,326,1.5,2018/6/15,12,15
10,80,57,0.08,0.27,0.5,9.7,85,46,1.8,1.1,29,1.9,0.7,313,1.6,2018/6/15,13,22
16,348,52,0.16,0.44,0.6,15,81,51,1.9,0.5,29,2,0.5,11,1.3,2018/6/15,14,18
17,305,56,0.16,0.39,0.9,16,80,58,1.9,0.9,29,2,0.9,299,1.6,2018/6/15,15,21
19,299,53,0.21,0.37,1.2,18,79,74,1.9,1.5,29,2.1,1.4,320,3.1,2018/6/15,16,16
24,333,48,0.25,0.55,0.9,23,79,88,1.9,0.7,29,2.1,1.1,354,2.6,2018/6/15,17,16
23,313,40,0.25,0.53,0.6,23,79,103,1.9,1.2,29,2.1,1,336,2.6,2018/6/15,18,17
16,336,37,0.17,0.36,0.4,16,79,91,1.9,1,28,2,1.4,323,1.3,2018/6/15,19,20
15,318,34,0.18,0.37,0.5,14,80,74,1.9,1.2,27,2,0.9,319,0.7,2018/6/15,20,12
15,317,30,0.17,0.4,0.5,14,82,64,1.9,0.6,27,2.1,0.7,332,0.2,2018/6/15,21,13
18,294,24,0.18,0.41,0.6,17,83,57,1.9,0.5,27,2.1,0.6,310,0.2,2018/6/15,22,10
19,357,20,0.21,0.46,0.5,18,84,61,1.9,0.5,27,2.1,0.4,345,0.3,2018/6/15,23,14
9.9,169,56,0.12,0.42,0.2,9.6,77,50,1.9,0.7,29,2,1,109,2.9,2018/6/14,0,21
15,194,56,0.12,0.36,0.5,15,78,54,1.9,2.4,29,2,1.6,187,5.8,2018/6/14,1,28
11,169,61,0.07,0.44,0.3,11,74,49,1.9,2.7,29,2,2.7,168,4.6,2018/6/14,2,27
11,151,50,0.06,0.48,0.5,10,74,49,1.9,4.2,29,1.9,3,152,4.6,2018/6/14,3,24
9.6,151,45,0.07,0.37,0.1,9.5,75,38,1.8,2.9,29,1.9,2.9,161,3.3,2018/6/14,4,15
12,154,33,0.12,0.36,0.3,12,77,29,1.8,3.1,29,2,3.1,141,3,2018/6/14,5,13
12,146,27,0.12,0.28,1.3,11,74,20,1.8,4.2,29,1.9,3.1,149,1.6,2018/6/14,6,6
15,147,25,0.13,0.39,2.3,12,75,15,1.8,4.1,29,1.9,3.9,146,1.7,2018/6/14,7,3
15,130,20,0.12,0.38,2.2,13,83,16,1.8,3.5,27,1.9,3.7,131,0.5,2018/6/14,8,2
19,159,17,0.12,0.36,3.2,15,89,15,1.8,2.7,27,1.9,2.5,156,1,2018/6/14,9,6
25,143,16,0.2,0.48,5.5,20,90,16,1.8,4.2,28,2,2.8,137,2.9,2018/6/14,10,7
18,128,25,0.13,0.41,4.4,13,88,22,1.8,3.3,29,1.9,3,141,2.6,2018/6/14,11,4
16,137,23,0.13,0.36,3.1,13,87,22,1.8,3,28,1.9,3,144,1.2,2018/6/14,12,4
28,96,13,0.17,0.53,6,22,89,8,1.8,2.3,28,2,2,121,3.9,2018/6/14,13,1
20,131,19,0.15,0.39,3.7,17,90,6,1.8,3.6,28,2,2.6,113,1.3,2018/6/14,14,1
20,194,23,0.12,0.4,2.6,17,91,11,1.8,4.5,27,1.9,3.2,158,2.9,2018/6/14,15,1
15,152,27,0.1,0.33,1.1,14,92,13,1.8,6.1,27,1.9,3.5,166,1.7,2018/6/14,16,1
15,164,27,0.1,0.39,1,14,92,14,1.8,3.5,27,1.9,3.3,155,1.4,2018/6/14,17,4
15,104,32,0.12,0.47,0.5,15,92,19,1.9,5,27,2,3.4,124,1.4,2018/6/14,18,4
9.6,198,32,0.05,0.26,0.4,9.2,93,21,1.8,4.9,27,1.8,4.1,132,0.6,2018/6/14,19,4
7.6,197,36,0.02,0.21,0.5,7.1,93,31,1.8,7,27,1.8,5.7,199,0.3,2018/6/14,20,7
6.3,192,34,0.03,0.2,0.5,5.8,93,28,1.8,6,27,1.8,4.9,194,0.2,2018/6/14,21,7
6.5,188,35,0.03,0.19,0.3,6.3,93,26,1.8,5,27,1.8,4.7,191,0.3,2018/6/14,22,8
9.4,189,34,0.04,0.21,0.3,9,93,19,1.8,4.1,27,1.8,3.7,177,0.5,2018/6/14,23,10
11,1.4,61,0.12,0.38,0.4,10,75,75,2,2.1,28,2.1,1.7,25,31,2018/6/13,0,28
7.3,1.8,60,0.09,0.3,0.2,7.2,75,65,2,1.2,28,2.1,1.7,42,26,2018/6/13,1,27
13,2.9,47,0.24,0.34,0.4,13,77,58,2,1.5,28,2.3,1.6,20,20,2018/6/13,2,26
17,3,41,0.32,0.35,0.4,16,77,58,2.1,1.9,28,2.4,1.5,38,48,2018/6/13,3,30
15,3,39,0.27,0.33,0,15,77,61,2,1.7,27,2.3,1.6,21,8.7,2018/6/13,4,29
8.9,1.8,43,0.12,0.35,0.1,8.8,77,63,2,1.5,27,2.1,1.1,27,27,2018/6/13,5,33
10,1.8,43,0.17,0.44,0.4,10,75,55,2,1.3,28,2.1,1,18,355,2018/6/13,6,24
15,2,48,0.15,0.56,1.4,14,68,57,2,3.5,29,2.1,2.8,10,5.7,2018/6/13,7,26
11,1.9,61,0.1,0.45,1.3,10,61,55,1.9,4.2,31,2,3.1,11,6.8,2018/6/13,8,22
9.3,2.3,76,0.09,0.39,0.8,8.5,59,55,1.9,3,32,2,2.8,4.3,340,2018/6/13,9,27
6,3.3,77,0.04,0.28,0.6,5.4,65,56,1.9,5.2,31,2,4,297,293,2018/6/13,10,27
5,3.1,75,0.03,0.26,0.7,4.4,69,56,1.9,3.6,31,2,3.9,296,289,2018/6/13,11,32
5.2,2,72,0.02,0.24,0.5,4.6,68,53,1.9,3.9,32,1.9,3.3,290,295,2018/6/13,12,28
,,,,,,,65,58,,3.9,31,,3.6,284,259,2018/6/13,14,16
3.7,1.4,67,0.03,0.25,0.3,3.4,66,55,1.9,3.5,31,1.9,2.9,261,259,2018/6/13,15,20
5.4,2,63,0.03,0.27,0.4,5,68,54,1.9,2.6,31,1.9,2.4,267,273,2018/6/13,16,16
6,2,71,0.03,0.29,0.5,5.5,68,46,1.9,2.4,30,1.9,2.2,281,267,2018/6/13,17,20
10,3.2,75,0.04,0.3,0.4,9.7,68,43,1.9,1.4,30,1.9,1.6,295,307,2018/6/13,18,18
10,1.7,75,0.04,0.32,0.2,10,69,38,1.9,1,29,1.9,1.1,279,249,2018/6/13,19,22
8.4,1.4,75,0.05,0.35,0.5,7.9,71,41,1.9,1.1,29,1.9,0.8,290,278,2018/6/13,20,23
9.7,2,71,0.05,0.34,0.3,9.4,72,45,1.9,0.9,29,1.9,0.7,283,270,2018/6/13,21,25
9.4,1.7,65,0.06,0.36,0.2,9.2,70,51,1.9,0.7,30,2,0.5,332,26,2018/6/13,22,24
18,5.3,47,0.17,0.5,0.3,17,69,54,2,2.6,30,2.1,1.5,123,124,2018/6/13,23,20
6.1,279,49,0.02,0.2,0.7,5.4,82,44,1.8,3,29,1.8,2.3,279,1.8,2018/6/12,0,5
5.9,270,50,0.01,0.22,0.1,5.7,82,47,1.8,2.4,29,1.8,2.4,282,1.9,2018/6/12,1,7
5.9,284,52,0.02,0.24,0.4,5.6,82,42,1.9,2.6,29,1.9,2.5,287,1.8,2018/6/12,2,8
6.9,294,51,0.03,0.27,0.3,6.5,82,41,1.9,2.8,28,1.9,2.1,292,3.5,2018/6/12,3,7
7.1,313,54,0.03,0.28,0.1,7,82,48,1.9,2.4,28,1.9,2.5,308,3.2,2018/6/12,4,14
8.4,329,54,0.04,0.29,0.1,8.3,82,54,1.9,1.7,28,1.9,2,315,2.8,2018/6/12,5,21
7.3,12,54,0.06,0.35,0.6,6.7,82,51,1.9,1.9,28,2,1.4,7.3,2.4,2018/6/12,6,22
10,304,53,0.12,0.44,0.8,9.3,77,48,1.9,2.1,29,2.1,1.4,348,4.4,2018/6/12,7,20
13,306,57,0.07,0.36,1.1,12,74,50,1.9,2.6,29,2,2.2,306,4.2,2018/6/12,8,16
11,290,63,0.06,0.33,1.2,9.5,71,54,1.9,2.8,30,2,1.9,303,2.9,2018/6/12,9,16
6.6,297,73,0.06,0.34,0.6,6,68,52,1.9,2.6,31,2,1.8,287,2.5,2018/6/12,10,22
5.6,277,75,0.04,0.31,0.4,5.3,67,54,1.9,2.9,31,1.9,2.5,288,2.4,2018/6/12,11,30
7.1,194,70,0.06,0.31,0.7,6.4,62,48,1.9,2.9,32,1.9,2.5,212,2,2018/6/12,12,28
6.8,233,63,0.04,0.27,0.9,5.9,60,46,1.8,3,32,1.9,2.2,217,2.1,2018/6/12,13,23
5.9,250,59,0.04,0.24,0.9,5,54,32,1.8,3.1,33,1.9,2.3,240,1.1,2018/6/12,14,17
5,269,58,0.03,0.25,0.6,4.4,56,32,1.8,2.7,32,1.9,2.5,261,0.7,2018/6/12,15,17
5.1,291,61,0.02,0.25,0.6,4.5,58,25,1.8,3.3,31,1.9,3.3,280,0.9,2018/6/12,16,14
6,295,63,0.02,0.27,0.3,5.7,64,31,1.8,3.1,31,1.9,2.6,289,1.1,2018/6/12,17,11
6.8,320,63,0.03,0.28,0.5,6.2,67,36,1.8,2,30,1.9,2.1,299,0.9,2018/6/12,18,17
8,338,72,0.06,0.38,0.3,7.7,73,44,1.9,1.7,29,1.9,1.5,342,1.5,2018/6/12,19,21
8.9,311,71,0.09,0.42,0.4,8.5,76,46,1.9,1.1,29,2,1.3,327,1.5,2018/6/12,20,23
11,355,63,0.15,0.45,0.3,11,76,49,1.9,1.8,29,2.1,1.3,343,2.7,2018/6/12,21,24
18,359,46,0.21,0.55,0.5,18,76,61,2,1.3,29,2.2,1.2,13,3.2,2018/6/12,22,28
15,22,51,0.17,0.46,0.4,15,76,72,2,2.3,28,2.2,2.1,18,2.9,2018/6/12,23,29
4.2,143,60,0.07,0.26,0.2,4,88,30,1.9,1.3,28,2,1.2,181,0.7,2018/6/11,0,4
10,108,41,0.11,0.29,0.7,9.5,89,26,1.9,1.5,28,2,1.3,89,1.1,2018/6/11,1,2
8.3,115,42,0.09,0.28,1,7.3,90,27,2,2,28,2,1.8,111,1.3,2018/6/11,2,1
7.5,73,47,0.09,0.26,0.9,6.6,91,22,2,1,28,2.1,1.3,124,1,2018/6/11,3,13
7.5,65,36,0.09,0.24,0.9,6.6,91,24,2,1.7,28,2.1,1.1,81,0.6,2018/6/11,4,11
10,31,30,0.12,0.3,0.9,9.3,91,26,2,1.5,28,2.1,0.9,119,1,2018/6/11,5,11
13,258,36,0.12,0.37,0.8,12,91,26,1.9,1.8,28,2.1,0.1,188,0.6,2018/6/11,6,6
8.1,266,43,0.07,0.35,0.8,7.3,90,31,1.8,2.7,29,1.9,1.8,257,0.3,2018/6/11,7,8
5.6,270,37,0.03,0.23,1.1,4.5,88,29,1.8,3.2,30,1.8,2.5,268,0.4,2018/6/11,8,17
7.5,292,41,0.02,0.2,1.4,6.1,85,31,1.8,3,30,1.8,3.3,285,0.9,2018/6/11,9,14
9.2,296,38,0.02,0.19,1.9,7.3,82,28,1.8,4.6,30,1.8,3.8,302,0.9,2018/6/11,10,15
9.2,356,37,0.04,0.23,1.5,7.7,83,33,1.8,4.5,29,1.8,2,300,0.6,2018/6/11,11,8
13,343,29,0.1,0.31,2,11,88,29,1.8,1.5,28,1.9,1.9,6.8,0.3,2018/6/11,12,9
12,351,39,0.09,0.31,2.4,10,88,26,1.8,3.3,29,1.9,2.7,5.6,0.5,2018/6/11,13,10
